UTARIH;FONKODU;FONADI;YONTIPI;YONTURU;TOPLAMDEGER;PIYASAFIYAT;DOLASIMDAKIPAYSAYISI;YATIRIMCISAYISI;HS;TR;BP;OZ;KB;KD;YM;HZ;DG
13.12.2017 00:00:00;ANE;AEGON EMEKLİLİK VE HAYAT A.Ş. KARMA EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Karma Fon;39484089.75;0.054486;724665201.231;29453;27.2;0;0.33;6.22;42.93;0;0;10.11;13.21
13.12.2017 00:00:00;ANK;AEGON EMEKLİLİK VE HAYAT A.Ş. PARA PİYASASI EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;24586374.41;0.041541;591862480.372;27338;0;28.37;8.98;15.33;12.34;0;0;16.68;18.3
13.12.2017 00:00:00;AEE;ALLIANZ HAYAT VE EMEKLILIK A.Ş. DİNAMİK DEĞİŞKEN EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;46229776.95;0.013261;3486144227.233;11539;31.68;5.48;0.57;7.75;27.73;0;11.09;0;15.7
14.12.2017 00:00:00;AEY;AEGON EMEKLILIK VE HAYAT A.Ş. KATKI EMEKLİLİK YATIRIM FONU;Devlet Katkısı Fonu           ;Devlet Katkısı Fonu;15764786.57;0.012927;1219529724.176;10714;0;0.02;0;0;85.15;0;0;0;12.21
14.12.2017 00:00:00;ANS;AEGON EMEKLİLİK VE HAYAT  A.Ş. HİSSE SENEDİ EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Hisse Senedi Fonu;24712686.69;0.090085;274326596.979;18712;85.91;6.04;8.05;0;0;0;0;0;0
14.12.2017 00:00:00;ANE;AEGON EMEKLİLİK VE HAYAT A.Ş. KARMA EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Karma Fon;39293694.89;0.054344;723060789.281;29441;27.05;0;0.38;6.25;53.06;0;0;0;13.26
14.12.2017 00:00:00;ANK;AEGON EMEKLİLİK VE HAYAT A.Ş. PARA PİYASASI EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;24402577.59;0.041553;587269881.361;27466;0;32.83;9.05;15.43;12.44;0;0;11.81;18.44
14.12.2017 00:00:00;AEE;ALLIANZ HAYAT VE EMEKLILIK A.Ş. DİNAMİK DEĞİŞKEN EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;46266601.71;0.013228;3497687775.069;11533;31.47;5.48;0.81;7.76;27.63;0;11.14;0;15.71
15.12.2017 00:00:00;AEY;AEGON EMEKLILIK VE HAYAT A.Ş. KATKI EMEKLİLİK YATIRIM FONU;Devlet Katkısı Fonu           ;Devlet Katkısı Fonu;15765680.66;0.012952;1217256337.268;10700;0;0.47;0;0;84.7;0;0;0;12.21
15.12.2017 00:00:00;ANS;AEGON EMEKLİLİK VE HAYAT  A.Ş. HİSSE SENEDİ EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Hisse Senedi Fonu;25021916.66;0.091166;274464642.265;18711;86;6.14;7.86;0;0;0;0;0;0
15.12.2017 00:00:00;ANE;AEGON EMEKLİLİK VE HAYAT A.Ş. KARMA EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Karma Fon;39519257.59;0.054576;724111273.153;29438;27.29;0;0.36;6.23;52.91;0;0;0;13.21
15.12.2017 00:00:00;ANK;AEGON EMEKLİLİK VE HAYAT A.Ş. PARA PİYASASI EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;24337438.28;0.041565;585529627.673;27370;0;32.63;9.07;15.48;12.48;0;0;11.85;18.49
15.12.2017 00:00:00;AEE;ALLIANZ HAYAT VE EMEKLILIK A.Ş. DİNAMİK DEĞİŞKEN EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;46593103.14;0.013292;3505330589.905;11539;31.74;5.45;0.87;7.71;27.55;0;11.02;0;15.66
18.12.2017 00:00:00;AEY;AEGON EMEKLILIK VE HAYAT A.Ş. KATKI EMEKLİLİK YATIRIM FONU;Devlet Katkısı Fonu           ;Devlet Katkısı Fonu;15691035.37;0.012903;1216064801.477;10689;0;0.38;0;0;84.69;0;0;0;12.29
18.12.2017 00:00:00;ANS;AEGON EMEKLİLİK VE HAYAT  A.Ş. HİSSE SENEDİ EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Hisse Senedi Fonu;24957971.47;0.090952;274408018.635;18708;85.92;6.16;7.92;0;0;0;0;0;0
18.12.2017 00:00:00;ANE;AEGON EMEKLİLİK VE HAYAT A.Ş. KARMA EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Karma Fon;39510656.47;0.054556;724220515.485;29435;27.22;0;0.36;6.23;52.95;0;0;0;13.24
18.12.2017 00:00:00;ANK;AEGON EMEKLİLİK VE HAYAT A.Ş. PARA PİYASASI EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;24301398.37;0.041604;584109077.511;27354;0;32.9;8.66;15.52;12.5;0;0;11.88;18.54
18.12.2017 00:00:00;AEE;ALLIANZ HAYAT VE EMEKLILIK A.Ş. DİNAMİK DEĞİŞKEN EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;46582475.72;0.013266;3511286925.957;11544;31.53;6.55;0.04;7.73;27.36;0;11.11;0;15.68
19.12.2017 00:00:00;AEY;AEGON EMEKLILIK VE HAYAT A.Ş. KATKI EMEKLİLİK YATIRIM FONU;Devlet Katkısı Fonu           ;Devlet Katkısı Fonu;15672859.73;0.012896;1215322451.044;10683;0;0.32;0;0;84.74;0;0;0;12.3
19.12.2017 00:00:00;ANS;AEGON EMEKLİLİK VE HAYAT  A.Ş. HİSSE SENEDİ EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Hisse Senedi Fonu;25093195.5;0.091534;274142011.511;18704;83.52;7.34;9.14;0;0;0;0;0;0
19.12.2017 00:00:00;ANE;AEGON EMEKLİLİK VE HAYAT A.Ş. KARMA EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Karma Fon;39595174.09;0.054692;723961266.854;29431;26.93;0;0.34;6.26;53.18;0;0;0;13.29
19.12.2017 00:00:00;ANK;AEGON EMEKLİLİK VE HAYAT A.Ş. PARA PİYASASI EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;24350520.25;0.041618;585095957.641;27435;0;33.01;8.65;15.48;12.48;0;0;11.86;18.52
19.12.2017 00:00:00;AEE;ALLIANZ HAYAT VE EMEKLILIK A.Ş. DİNAMİK DEĞİŞKEN EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;46771725.55;0.013298;3517202183.099;11541;31.62;6.52;0.15;7.7;27.23;0;11.15;0;15.63
20.12.2017 00:00:00;AEY;AEGON EMEKLILIK VE HAYAT A.Ş. KATKI EMEKLİLİK YATIRIM FONU;Devlet Katkısı Fonu           ;Devlet Katkısı Fonu;15723193.77;0.012942;1214868093.743;10677;0;0.28;0;0;84.82;0;0;0;12.27
20.12.2017 00:00:00;ANS;AEGON EMEKLİLİK VE HAYAT  A.Ş. HİSSE SENEDİ EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Hisse Senedi Fonu;25067797.2;0.091483;274015236.819;18698;83.44;8.16;8.4;0;0;0;0;0;0
20.12.2017 00:00:00;ANE;AEGON EMEKLİLİK VE HAYAT A.Ş. KARMA EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Karma Fon;39517023.88;0.054699;722441354.062;29422;26.91;0;0.39;6.26;53.15;0;0;0;13.29
20.12.2017 00:00:00;ANK;AEGON EMEKLİLİK VE HAYAT A.Ş. PARA PİYASASI EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;24297289.68;0.041632;583627039.996;27302;0;32.83;8.67;15.53;12.51;0;0;11.89;18.57
20.12.2017 00:00:00;AEE;ALLIANZ HAYAT VE EMEKLILIK A.Ş. DİNAMİK DEĞİŞKEN EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;46767541.97;0.013312;3513107775.796;11560;30.92;6.37;0.66;7.53;26.78;0;12.45;0;15.29
21.12.2017 00:00:00;AEY;AEGON EMEKLILIK VE HAYAT A.Ş. KATKI EMEKLİLİK YATIRIM FONU;Devlet Katkısı Fonu           ;Devlet Katkısı Fonu;15699597.91;0.012936;1213594771.525;10669;0;0.69;0;0;85.08;0;0;0;11.72
21.12.2017 00:00:00;ANS;AEGON EMEKLİLİK VE HAYAT  A.Ş. HİSSE SENEDİ EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Hisse Senedi Fonu;25140416.44;0.091513;274718167.726;18697;81.22;9.53;9.25;0;0;0;0;0;0
21.12.2017 00:00:00;ANE;AEGON EMEKLİLİK VE HAYAT A.Ş. KARMA EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Karma Fon;39486249.06;0.054698;721898648.018;29415;26.82;0;1.85;5.59;52.49;0;0;0;13.25
21.12.2017 00:00:00;ANK;AEGON EMEKLİLİK VE HAYAT A.Ş. PARA PİYASASI EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;24945183.16;0.041645;598993718.535;27449;0;34.63;8.44;15.06;12.19;0;0;11.59;18.09
21.12.2017 00:00:00;AEE;ALLIANZ HAYAT VE EMEKLILIK A.Ş. DİNAMİK DEĞİŞKEN EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;47103366.72;0.01332;3536263667.607;11581;31.77;4.35;0.04;7.71;27.23;0;12.74;0;16.06
22.12.2017 00:00:00;AEY;AEGON EMEKLILIK VE HAYAT A.Ş. KATKI EMEKLİLİK YATIRIM FONU;Devlet Katkısı Fonu           ;Devlet Katkısı Fonu;15725288.16;0.012964;1213023660.038;10662;0;0.2;0;0;85.81;0;0;0;11.52
22.12.2017 00:00:00;ANS;AEGON EMEKLİLİK VE HAYAT  A.Ş. HİSSE SENEDİ EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Hisse Senedi Fonu;25344939.53;0.092241;274769990.948;18695;81.45;9.4;9.15;0;0;0;0;0;0
22.12.2017 00:00:00;ANE;AEGON EMEKLİLİK VE HAYAT A.Ş. KARMA EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Karma Fon;39604143.56;0.054873;721738118.349;29411;27.05;0;1.8;5.58;52.36;0;0;0;13.21
22.12.2017 00:00:00;ANK;AEGON EMEKLİLİK VE HAYAT A.Ş. PARA PİYASASI EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;24924112.47;0.041655;598346238.703;27380;0;34.56;8.45;15.1;12.2;0;0;11.59;18.1
22.12.2017 00:00:00;AEE;ALLIANZ HAYAT VE EMEKLILIK A.Ş. DİNAMİK DEĞİŞKEN EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;47492030.04;0.013377;3550374958.784;11586;31.61;4.29;0.49;7.58;27.64;0;12.56;0;15.83
25.12.2017 00:00:00;AEY;AEGON EMEKLILIK VE HAYAT A.Ş. KATKI EMEKLİLİK YATIRIM FONU;Devlet Katkısı Fonu           ;Devlet Katkısı Fonu;15740893.95;0.012982;1212539999.369;10659;0;0.03;0;0;85.06;0;0;0;12.28
25.12.2017 00:00:00;ANS;AEGON EMEKLİLİK VE HAYAT  A.Ş. HİSSE SENEDİ EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Hisse Senedi Fonu;25308146.1;0.09204;274970353.563;18695;81.64;9.29;9.07;0;0;0;0;0;0
25.12.2017 00:00:00;ANE;AEGON EMEKLİLİK VE HAYAT A.Ş. KARMA EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Karma Fon;39587470.75;0.054832;721973989.929;29409;26.93;0;1.79;5.58;52.46;0;0;0;13.24
25.12.2017 00:00:00;ANK;AEGON EMEKLİLİK VE HAYAT A.Ş. PARA PİYASASI EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;25017241.61;0.041695;600002113.696;27498;0;34.73;8.43;15.05;12.17;0;0;11.56;18.06
25.12.2017 00:00:00;AEE;ALLIANZ HAYAT VE EMEKLILIK A.Ş. DİNAMİK DEĞİŞKEN EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;47457772.24;0.013357;3552949239.708;11595;31.6;4.31;0.15;7.88;27.8;0;12.59;0;15.67
26.12.2017 00:00:00;AEY;AEGON EMEKLILIK VE HAYAT A.Ş. KATKI EMEKLİLİK YATIRIM FONU;Devlet Katkısı Fonu           ;Devlet Katkısı Fonu;15790075.03;0.013023;1212486279.411;10658;0;0.03;0;0;85.09;0;0;0;12.25
26.12.2017 00:00:00;ANS;AEGON EMEKLİLİK VE HAYAT  A.Ş. HİSSE SENEDİ EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Hisse Senedi Fonu;25470896.75;0.092603;275053327.719;18694;82.18;8.9;8.92;0;0;0;0;0;0
26.12.2017 00:00:00;ANE;AEGON EMEKLİLİK VE HAYAT A.Ş. KARMA EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Karma Fon;39700250.84;0.054949;722494528.405;29405;27.07;0;1.86;5.57;52.3;0;0;0;13.2
26.12.2017 00:00:00;ANK;AEGON EMEKLİLİK VE HAYAT A.Ş. PARA PİYASASI EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;25016153.6;0.041704;599848643.344;27452;0;34.76;8.4;15.05;12.17;0;0;11.56;18.06
26.12.2017 00:00:00;AEE;ALLIANZ HAYAT VE EMEKLILIK A.Ş. DİNAMİK DEĞİŞKEN EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;47771544.43;0.013395;3566427369.802;11583;31.58;4.28;0.39;7.85;27.78;0;12.53;0;15.59
27.12.2017 00:00:00;AEY;AEGON EMEKLILIK VE HAYAT A.Ş. KATKI EMEKLİLİK YATIRIM FONU;Devlet Katkısı Fonu           ;Devlet Katkısı Fonu;15790407.36;0.013025;1212272881.606;10656;0;0.02;0;0;85.1;0;0;0;12.25
27.12.2017 00:00:00;ANS;AEGON EMEKLİLİK VE HAYAT  A.Ş. HİSSE SENEDİ EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Hisse Senedi Fonu;25493102.44;0.092819;274654078.421;18685;83.22;7.83;8.95;0;0;0;0;0;0
27.12.2017 00:00:00;ANE;AEGON EMEKLİLİK VE HAYAT A.Ş. KARMA EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Karma Fon;39700493.42;0.055011;721687168.651;29398;27.12;0;1.88;5.56;52.25;0;0;0;13.19
27.12.2017 00:00:00;ANK;AEGON EMEKLİLİK VE HAYAT A.Ş. PARA PİYASASI EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;24961084.43;0.041718;598328623.28;27287;0;34.58;8.42;15.1;12.21;0;0;11.58;18.11
27.12.2017 00:00:00;AEE;ALLIANZ HAYAT VE EMEKLILIK A.Ş. DİNAMİK DEĞİŞKEN EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;47953465.28;0.013403;3577858656.214;11595;31.54;4.27;0.68;7.82;27.68;0;12.47;0;15.54
28.12.2017 00:00:00;AEY;AEGON EMEKLILIK VE HAYAT A.Ş. KATKI EMEKLİLİK YATIRIM FONU;Devlet Katkısı Fonu           ;Devlet Katkısı Fonu;15770648.84;0.013036;1209798290.693;10642;0;0.43;0;0;84.67;0;0;0;12.27
28.12.2017 00:00:00;ANS;AEGON EMEKLİLİK VE HAYAT  A.Ş. HİSSE SENEDİ EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Hisse Senedi Fonu;25513063.68;0.092918;274575300.74;18681;83.39;7.84;8.77;0;0;0;0;0;0
28.12.2017 00:00:00;ANE;AEGON EMEKLİLİK VE HAYAT A.Ş. KARMA EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Karma Fon;39704062.8;0.055026;721550553.03;29393;27.2;0;1.73;5.57;52.29;0;0;0;13.21
28.12.2017 00:00:00;ANK;AEGON EMEKLİLİK VE HAYAT A.Ş. PARA PİYASASI EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;24455692.53;0.041729;586056744.363;27494;0;33.21;8.6;15.41;12.46;0;0;11.83;18.49
28.12.2017 00:00:00;AEE;ALLIANZ HAYAT VE EMEKLILIK A.Ş. DİNAMİK DEĞİŞKEN EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;48419278.87;0.01343;3605319116.524;11600;31.33;5.28;0.4;7.75;27.43;0;12.41;0;15.4
29.12.2017 00:00:00;AEY;AEGON EMEKLILIK VE HAYAT A.Ş. KATKI EMEKLİLİK YATIRIM FONU;Devlet Katkısı Fonu           ;Devlet Katkısı Fonu;15784712.5;0.01305;1209575258.065;10641;0;0.41;0;0;84.7;0;0;0;12.26
29.12.2017 00:00:00;ANS;AEGON EMEKLİLİK VE HAYAT  A.Ş. HİSSE SENEDİ EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Hisse Senedi Fonu;25962801.64;0.094588;274483319.069;18679;83.64;7.62;8.74;0;0;0;0;0;0
29.12.2017 00:00:00;ANE;AEGON EMEKLİLİK VE HAYAT A.Ş. KARMA EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Karma Fon;39924205.44;0.055343;721393666.977;29390;27.54;0;0.8;6.51;52.01;0;0;0;13.14
29.12.2017 00:00:00;ANK;AEGON EMEKLİLİK VE HAYAT A.Ş. PARA PİYASASI EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;24401357.17;0.041735;584678467.773;27349;0;33.06;8.62;15.45;12.49;0;0;11.84;18.54
29.12.2017 00:00:00;AEE;ALLIANZ HAYAT VE EMEKLILIK A.Ş. DİNAMİK DEĞİŞKEN EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;48904731.37;0.013529;3614878459.266;11607;31.72;5.23;0.67;7.68;27.18;0;12.28;0;15.24
02.01.2018 00:00:00;AEY;AEGON EMEKLILIK VE HAYAT A.Ş. KATKI EMEKLİLİK YATIRIM FONU;Devlet Katkısı Fonu           ;Devlet Katkısı Fonu;16227925.06;0.013175;1231762141.189;10664;0;0.35;0;0;85.14;0;0;0;11.95
02.01.2018 00:00:00;ANS;AEGON EMEKLİLİK VE HAYAT  A.Ş. HİSSE SENEDİ EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Hisse Senedi Fonu;26136667.84;0.095189;274576306.166;18679;83.78;7.59;8.63;0;0;0;0;0;0
02.01.2018 00:00:00;ANE;AEGON EMEKLİLİK VE HAYAT A.Ş. KARMA EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Karma Fon;40020570.47;0.055465;721546724.289;29390;27.63;0;0.74;6.5;51.99;0;0;0;13.14
02.01.2018 00:00:00;ANK;AEGON EMEKLİLİK VE HAYAT A.Ş. PARA PİYASASI EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;24450817.65;0.041789;585105466.303;27335;0;33.11;8.62;15.44;12.48;0;0;11.83;18.52
02.01.2018 00:00:00;AEE;ALLIANZ HAYAT VE EMEKLILIK A.Ş. DİNAMİK DEĞİŞKEN EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;49131132.06;0.013586;3616247308.331;11608;31.74;5.2;0.83;7.63;27.32;0;12.11;0;15.17
03.01.2018 00:00:00;AEY;AEGON EMEKLILIK VE HAYAT A.Ş. KATKI EMEKLİLİK YATIRIM FONU;Devlet Katkısı Fonu           ;Devlet Katkısı Fonu;16241248.89;0.013189;1231465787.219;10659;0;0.33;0;0;85.17;0;0;0;11.94
03.01.2018 00:00:00;ANS;AEGON EMEKLİLİK VE HAYAT  A.Ş. HİSSE SENEDİ EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Hisse Senedi Fonu;26562257.93;0.096763;274509518.944;18676;84.77;7.52;7.71;0;0;0;0;0;0
03.01.2018 00:00:00;ANE;AEGON EMEKLİLİK VE HAYAT A.Ş. KARMA EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Karma Fon;40260594.44;0.055789;721653431.757;29387;28.01;0;0.63;6.47;51.83;0;0;0;13.06
03.01.2018 00:00:00;ANK;AEGON EMEKLİLİK VE HAYAT A.Ş. PARA PİYASASI EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;24665860.7;0.041803;590047194.532;27761;0;33.64;8.53;15.32;12.39;0;0;11.74;18.38
03.01.2018 00:00:00;AEE;ALLIANZ HAYAT VE EMEKLILIK A.Ş. DİNAMİK DEĞİŞKEN EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;49630353.3;0.013679;3628163711.337;11603;34.73;4.96;0.77;7.29;26.12;0;11.64;0;14.49
04.01.2018 00:00:00;AEY;AEGON EMEKLILIK VE HAYAT A.Ş. KATKI EMEKLİLİK YATIRIM FONU;Devlet Katkısı Fonu           ;Devlet Katkısı Fonu;16217164.98;0.013171;1231246589.161;10658;0;0;0.25;0;85.21;0;0;0;11.97
04.01.2018 00:00:00;ANS;AEGON EMEKLİLİK VE HAYAT  A.Ş. HİSSE SENEDİ EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Hisse Senedi Fonu;26270808.15;0.095545;274958646.807;18676;84.44;7.61;7.95;0;0;0;0;0;0
04.01.2018 00:00:00;ANE;AEGON EMEKLİLİK VE HAYAT A.Ş. KARMA EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Karma Fon;40126438.06;0.055577;721996070.321;29390;27.71;0;1.32;6.5;51.98;0;0;0;12.49
04.01.2018 00:00:00;ANK;AEGON EMEKLİLİK VE HAYAT A.Ş. PARA PİYASASI EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;24596325.68;0.041816;588200087.968;27563;0;33.44;8.56;15.36;12.43;0;0;11.77;18.44
04.01.2018 00:00:00;AEE;ALLIANZ HAYAT VE EMEKLILIK A.Ş. DİNAMİK DEĞİŞKEN EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;49698307.5;0.01362;3649054883.574;11639;33.7;6.83;0.88;7.17;25.65;0;11.51;0;14.26
05.01.2018 00:00:00;AEY;AEGON EMEKLILIK VE HAYAT A.Ş. KATKI EMEKLİLİK YATIRIM FONU;Devlet Katkısı Fonu           ;Devlet Katkısı Fonu;16225120.95;0.013185;1230528355.931;10649;0;0.22;0;0;85.25;0;0;0;11.97
05.01.2018 00:00:00;ANS;AEGON EMEKLİLİK VE HAYAT  A.Ş. HİSSE SENEDİ EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Hisse Senedi Fonu;26144902.66;0.095271;274425407.583;18664;84.33;7.64;8.03;0;0;0;0;0;0
05.01.2018 00:00:00;ANE;AEGON EMEKLİLİK VE HAYAT A.Ş. KARMA EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Karma Fon;40119180.24;0.055613;721404799.252;29378;27.42;0;1.35;6.53;52.17;0;0;0;12.53
05.01.2018 00:00:00;ANK;AEGON EMEKLİLİK VE HAYAT A.Ş. PARA PİYASASI EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;24549486.56;0.041839;586765269.139;27395;0;33.26;8.57;15.41;12.45;0;0;11.82;18.49
05.01.2018 00:00:00;AEE;ALLIANZ HAYAT VE EMEKLILIK A.Ş. DİNAMİK DEĞİŞKEN EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;49993253.08;0.013599;3676191826.454;11649;34.58;4.03;0.71;7.41;26.54;0;11.99;0;14.74
08.01.2018 00:00:00;AEY;AEGON EMEKLILIK VE HAYAT A.Ş. KATKI EMEKLİLİK YATIRIM FONU;Devlet Katkısı Fonu           ;Devlet Katkısı Fonu;16187041.05;0.013182;1227939229.926;10633;0;0.01;0;0;85.41;0;0;0;12.01
08.01.2018 00:00:00;ANS;AEGON EMEKLİLİK VE HAYAT  A.Ş. HİSSE SENEDİ EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Hisse Senedi Fonu;26441290.38;0.09631;274543905.368;18661;84.65;7.58;7.77;0;0;0;0;0;0
08.01.2018 00:00:00;ANE;AEGON EMEKLİLİK VE HAYAT A.Ş. KARMA EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Karma Fon;40277172.71;0.055822;721533599.936;29375;27.67;0;1.24;6.52;52.05;0;0;0;12.52
08.01.2018 00:00:00;ANK;AEGON EMEKLİLİK VE HAYAT A.Ş. PARA PİYASASI EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;24530614.9;0.041878;585769616.978;27387;0;33.15;8.59;15.43;12.47;0;0;11.84;18.52
08.01.2018 00:00:00;AEE;ALLIANZ HAYAT VE EMEKLILIK A.Ş. DİNAMİK DEĞİŞKEN EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;50293109.68;0.01366;3681698668.274;11653;34.74;3.01;0.96;8.37;26.35;0;11.93;0;14.64
09.01.2018 00:00:00;AEY;AEGON EMEKLILIK VE HAYAT A.Ş. KATKI EMEKLİLİK YATIRIM FONU;Devlet Katkısı Fonu           ;Devlet Katkısı Fonu;16191806.22;0.013188;1227805820.152;10632;0;0.59;0;0;84.83;0;0;0;12.01
09.01.2018 00:00:00;ANS;AEGON EMEKLİLİK VE HAYAT  A.Ş. HİSSE SENEDİ EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Hisse Senedi Fonu;26388994.32;0.096098;274605831.454;18661;84.44;6.44;9.12;0;0;0;0;0;0
09.01.2018 00:00:00;ANE;AEGON EMEKLİLİK VE HAYAT A.Ş. KARMA EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Karma Fon;40261834.31;0.055824;721233066.02;29373;27.55;0;1.69;6.47;51.82;0;0;0;12.47
09.01.2018 00:00:00;ANK;AEGON EMEKLİLİK VE HAYAT A.Ş. PARA PİYASASI EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;24653145.14;0.04189;588516918.955;27551;0;33.59;8.53;15.34;12.39;0;0;11.76;18.39
09.01.2018 00:00:00;AEE;ALLIANZ HAYAT VE EMEKLILIK A.Ş. DİNAMİK DEĞİŞKEN EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;50279828.68;0.013632;3688329352.832;11655;34.39;3.99;0.16;8.34;26.24;0;12.3;0;0
10.01.2018 00:00:00;AEY;AEGON EMEKLILIK VE HAYAT A.Ş. KATKI EMEKLİLİK YATIRIM FONU;Devlet Katkısı Fonu           ;Devlet Katkısı Fonu;16202334.97;0.013206;1226876051.89;10621;0;0.6;0;0;84.83;0;0;0;12
10.01.2018 00:00:00;ANS;AEGON EMEKLİLİK VE HAYAT  A.Ş. HİSSE SENEDİ EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Hisse Senedi Fonu;26097432.31;0.095347;273709063.334;18661;84.24;6.48;9.28;0;0;0;0;0;0
10.01.2018 00:00:00;ANE;AEGON EMEKLİLİK VE HAYAT A.Ş. KARMA EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Karma Fon;40098221;0.055671;720273220.142;29373;27.31;0;1.7;6.5;52;0;0;0;12.49
