UTARIH;FONKODU;FONADI;YONTIPI;YONTURU;TOPLAMDEGER;PIYASAFIYAT;DOLASIMDAKIPAYSAYISI;YATIRIMCISAYISI;HS;TR;BP;OZ;KB;KD;YM;HZ;DG
06.02.2017 00:00:00;AEY;AEGON EMEKLILIK VE HAYAT A.Ş. KATKI EMEKLİLİK YATIRIM FONU;Devlet Katkısı Fonu           ;Devlet Katkısı Fonu;14595387.57;0.012283;1188263035.794;11884;0;0.38;0;0;84;0;0;0;12.79
06.02.2017 00:00:00;ANS;AEGON EMEKLİLİK VE HAYAT  A.Ş. HİSSE SENEDİ EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Hisse Senedi Fonu;22526011.82;0.075607;297937141.469;19649;87.69;6.15;6.16;0;0;0;0;0;0
06.02.2017 00:00:00;ANE;AEGON EMEKLİLİK VE HAYAT A.Ş. KARMA EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Karma Fon;30554660.47;0.048273;632951306.999;29213;31.83;2.53;2.53;0;38.47;0;0;0;24.64
06.02.2017 00:00:00;ANK;AEGON EMEKLİLİK VE HAYAT A.Ş. PARA PİYASASI EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;23196927.62;0.037988;610637437.529;28571;0;57.47;0;0;23.87;0;0;0;18.66
06.02.2017 00:00:00;AEE;ALLIANZ HAYAT VE EMEKLILIK A.Ş. DİNAMİK DEĞİŞKEN EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;19314020.39;0.011757;1642764510.549;10499;29.97;1.81;0;6.52;48.56;0;1.13;0;12.01
07.02.2017 00:00:00;AEY;AEGON EMEKLILIK VE HAYAT A.Ş. KATKI EMEKLİLİK YATIRIM FONU;Devlet Katkısı Fonu           ;Devlet Katkısı Fonu;14611383.67;0.012315;1186498167.091;11858;0;0.23;0;0;83.85;0;0;0;13.04
07.02.2017 00:00:00;ANS;AEGON EMEKLİLİK VE HAYAT  A.Ş. HİSSE SENEDİ EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Hisse Senedi Fonu;22286785.77;0.074929;297440666.412;19646;85.54;7.23;7.23;0;0;0;0;0;0
07.02.2017 00:00:00;ANE;AEGON EMEKLİLİK VE HAYAT A.Ş. KARMA EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Karma Fon;30482904.17;0.048202;632404362.011;29207;30.79;4.43;4.43;0;36.78;0;0;0;23.57
07.02.2017 00:00:00;ANK;AEGON EMEKLİLİK VE HAYAT A.Ş. PARA PİYASASI EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;23283151.81;0.037999;612728995.97;28570;0;57.63;0;0;23.79;0;0;0;18.58
07.02.2017 00:00:00;AEE;ALLIANZ HAYAT VE EMEKLILIK A.Ş. DİNAMİK DEĞİŞKEN EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;19317299.8;0.01171;1649592012.004;10505;29.51;1.28;0;6.51;48.5;0;1.13;0;13.07
08.02.2017 00:00:00;AEY;AEGON EMEKLILIK VE HAYAT A.Ş. KATKI EMEKLİLİK YATIRIM FONU;Devlet Katkısı Fonu           ;Devlet Katkısı Fonu;14550087.43;0.012278;1185036859.32;11826;0;0.71;0;0;84.63;0;0;0;11.77
08.02.2017 00:00:00;ANS;AEGON EMEKLİLİK VE HAYAT  A.Ş. HİSSE SENEDİ EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Hisse Senedi Fonu;22327374.84;0.07509;297340492.787;19638;81.12;9.44;9.44;0;0;0;0;0;0
08.02.2017 00:00:00;ANE;AEGON EMEKLİLİK VE HAYAT A.Ş. KARMA EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Karma Fon;30494866.74;0.048251;632006508.82;29200;30.15;5.49;5.49;0;35.87;0;0;0;23
08.02.2017 00:00:00;ANK;AEGON EMEKLİLİK VE HAYAT A.Ş. PARA PİYASASI EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;23248390.68;0.038008;611675057.603;28371;0;57.56;0;0;23.83;0;0;0;18.61
08.02.2017 00:00:00;AEE;ALLIANZ HAYAT VE EMEKLILIK A.Ş. DİNAMİK DEĞİŞKEN EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;19397655.36;0.011708;1656835302.801;10520;29.38;1.77;0;6.48;48.24;0;1.12;0;13.01
09.02.2017 00:00:00;AEY;AEGON EMEKLILIK VE HAYAT A.Ş. KATKI EMEKLİLİK YATIRIM FONU;Devlet Katkısı Fonu           ;Devlet Katkısı Fonu;14519136.84;0.012263;1184021639.672;11816;0;0.17;0;0;85.13;0;0;0;11.81
09.02.2017 00:00:00;ANS;AEGON EMEKLİLİK VE HAYAT  A.Ş. HİSSE SENEDİ EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Hisse Senedi Fonu;22474834.98;0.075744;296720556.742;19638;82.85;8.57;8.58;0;0;0;0;0;0
09.02.2017 00:00:00;ANE;AEGON EMEKLİLİK VE HAYAT A.Ş. KARMA EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Karma Fon;30611128.99;0.048423;632155578.809;29200;30.77;5.18;5.19;0;35.86;0;0;0;23
09.02.2017 00:00:00;ANK;AEGON EMEKLİLİK VE HAYAT A.Ş. PARA PİYASASI EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;23259535.81;0.038017;611823500.845;28371;0;57.57;0;0;23.82;0;0;0;18.61
09.02.2017 00:00:00;AEE;ALLIANZ HAYAT VE EMEKLILIK A.Ş. DİNAMİK DEĞİŞKEN EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;19486370.24;0.011746;1658947586.753;10508;29.59;1.96;0;6.46;47.91;0;1.12;0;12.96
10.02.2017 00:00:00;AEY;AEGON EMEKLILIK VE HAYAT A.Ş. KATKI EMEKLİLİK YATIRIM FONU;Devlet Katkısı Fonu           ;Devlet Katkısı Fonu;14534555.56;0.012288;1182846530.655;11797;0;0.07;0;0;85.24;0;0;0;11.8
10.02.2017 00:00:00;ANS;AEGON EMEKLİLİK VE HAYAT  A.Ş. HİSSE SENEDİ EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Hisse Senedi Fonu;22545594.62;0.075986;296708852.501;19623;83.57;8.22;8.21;0;0;0;0;0;0
10.02.2017 00:00:00;ANE;AEGON EMEKLİLİK VE HAYAT A.Ş. KARMA EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Karma Fon;30624944.74;0.048456;632014375.667;29191;30.82;5.2;5.2;0;35.81;0;0;0;22.97
10.02.2017 00:00:00;ANK;AEGON EMEKLİLİK VE HAYAT A.Ş. PARA PİYASASI EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;23197745.64;0.038027;610034543.683;28268;0;57.44;0;0;23.9;0;0;0;18.66
10.02.2017 00:00:00;AEE;ALLIANZ HAYAT VE EMEKLILIK A.Ş. DİNAMİK DEĞİŞKEN EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;19590292.56;0.011769;1664537426.466;10505;29.58;2.41;0;6.41;47.62;0;1.11;0;12.87
13.02.2017 00:00:00;AEY;AEGON EMEKLILIK VE HAYAT A.Ş. KATKI EMEKLİLİK YATIRIM FONU;Devlet Katkısı Fonu           ;Devlet Katkısı Fonu;14521662.05;0.012294;1181156773.53;11790;0;0;0;0;85.28;0;0;0;11.82
13.02.2017 00:00:00;ANS;AEGON EMEKLİLİK VE HAYAT  A.Ş. HİSSE SENEDİ EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Hisse Senedi Fonu;22202214.9;0.074907;296398850.392;19621;83.07;7.08;9.85;0;0;0;0;0;0
13.02.2017 00:00:00;ANE;AEGON EMEKLİLİK VE HAYAT A.Ş. KARMA EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Karma Fon;30461335.81;0.048249;631336899.959;29186;30.84;1.63;8.47;0;35.98;0;0;0;23.08
13.02.2017 00:00:00;ANK;AEGON EMEKLİLİK VE HAYAT A.Ş. PARA PİYASASI EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;23268652.14;0.038056;611436102.675;28415;0;57.54;0;0;23.84;0;0;0;18.62
13.02.2017 00:00:00;AEE;ALLIANZ HAYAT VE EMEKLILIK A.Ş. DİNAMİK DEĞİŞKEN EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;19651087.36;0.011715;1677429819.899;10504;29.01;3.17;0;6.4;47.47;0;1.11;0;12.84
14.02.2017 00:00:00;AEY;AEGON EMEKLILIK VE HAYAT A.Ş. KATKI EMEKLİLİK YATIRIM FONU;Devlet Katkısı Fonu           ;Devlet Katkısı Fonu;14516041.49;0.012292;1180952695.383;11788;0;0.06;0;0;85.22;0;0;0;11.83
14.02.2017 00:00:00;ANS;AEGON EMEKLİLİK VE HAYAT  A.Ş. HİSSE SENEDİ EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Hisse Senedi Fonu;22439655.11;0.075677;296520510.371;19620;86.1;4.48;9.42;0;0;0;0;0;0
14.02.2017 00:00:00;ANE;AEGON EMEKLİLİK VE HAYAT A.Ş. KARMA EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Karma Fon;30586280.71;0.048422;631661998.866;29186;31.11;1.63;8.67;0;35.89;0;0;0;22.7
14.02.2017 00:00:00;ANK;AEGON EMEKLİLİK VE HAYAT A.Ş. PARA PİYASASI EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;23310724.99;0.038065;612390715.771;28411;0;57.59;0;0;23.8;0;0;0;18.61
14.02.2017 00:00:00;AEE;ALLIANZ HAYAT VE EMEKLILIK A.Ş. DİNAMİK DEĞİŞKEN EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;19822670.51;0.011754;1686495222.284;10498;29.03;3.83;0;6.33;47.01;0;1.09;0;12.71
15.02.2017 00:00:00;AEY;AEGON EMEKLILIK VE HAYAT A.Ş. KATKI EMEKLİLİK YATIRIM FONU;Devlet Katkısı Fonu           ;Devlet Katkısı Fonu;14538214.15;0.012312;1180782600.569;11776;0;0.34;0;0;84.85;0;0;0;11.9
15.02.2017 00:00:00;ANS;AEGON EMEKLİLİK VE HAYAT  A.Ş. HİSSE SENEDİ EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Hisse Senedi Fonu;22331214.87;0.07536;296328607.711;19610;84.3;5.9;9.8;0;0;0;0;0;0
15.02.2017 00:00:00;ANE;AEGON EMEKLİLİK VE HAYAT A.Ş. KARMA EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Karma Fon;30517696.91;0.048334;631387677.193;29177;30.07;1.66;8.5;0;36.61;0;0;0;23.16
15.02.2017 00:00:00;ANK;AEGON EMEKLİLİK VE HAYAT A.Ş. PARA PİYASASI EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;23252649.21;0.038075;610702220.649;28287;0;57.48;0;0;23.86;0;0;0;18.66
15.02.2017 00:00:00;AEE;ALLIANZ HAYAT VE EMEKLILIK A.Ş. DİNAMİK DEĞİŞKEN EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;19936068.22;0.011737;1698583118.569;10504;28.78;4.3;0;6.31;46.86;0;1.09;0;12.66
16.02.2017 00:00:00;AEY;AEGON EMEKLILIK VE HAYAT A.Ş. KATKI EMEKLİLİK YATIRIM FONU;Devlet Katkısı Fonu           ;Devlet Katkısı Fonu;14524706.17;0.01232;1178964446.374;11768;0;0.29;0;0;85.13;0;0;0;11.83
16.02.2017 00:00:00;ANS;AEGON EMEKLİLİK VE HAYAT  A.Ş. HİSSE SENEDİ EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Hisse Senedi Fonu;22176270.57;0.074998;295692566.561;19606;85.15;5.68;9.17;0;0;0;0;0;0
16.02.2017 00:00:00;ANE;AEGON EMEKLİLİK VE HAYAT A.Ş. KARMA EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Karma Fon;30408639.22;0.048176;631195160.55;29173;30.21;1.66;8.4;0;36.6;0;0;0;23.13
16.02.2017 00:00:00;ANK;AEGON EMEKLİLİK VE HAYAT A.Ş. PARA PİYASASI EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;23205508.46;0.038085;609308669.124;28229;0;57.38;0;0;23.92;0;0;0;18.7
16.02.2017 00:00:00;AEE;ALLIANZ HAYAT VE EMEKLILIK A.Ş. DİNAMİK DEĞİŞKEN EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;19896408.61;0.011731;1696117354.247;10505;28.66;6.12;0;6.3;46.8;0;1.09;0;11.03
17.02.2017 00:00:00;AEY;AEGON EMEKLILIK VE HAYAT A.Ş. KATKI EMEKLİLİK YATIRIM FONU;Devlet Katkısı Fonu           ;Devlet Katkısı Fonu;14484149.1;0.012298;1177746295.504;11758;0;0.19;0;0;85.08;0;0;0;11.95
17.02.2017 00:00:00;ANS;AEGON EMEKLİLİK VE HAYAT  A.Ş. HİSSE SENEDİ EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Hisse Senedi Fonu;22210212.32;0.075235;295211210.097;19597;83.5;7.6;8.9;0;0;0;0;0;0
17.02.2017 00:00:00;ANE;AEGON EMEKLİLİK VE HAYAT A.Ş. KARMA EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Karma Fon;30419121.47;0.048223;630801993.286;29166;29.83;3.27;8.04;0;36.07;0;0;0;22.79
17.02.2017 00:00:00;ANK;AEGON EMEKLİLİK VE HAYAT A.Ş. PARA PİYASASI EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;23235898.74;0.038095;609947948.101;28282;0;57.44;0;0;23.89;0;0;0;18.67
17.02.2017 00:00:00;AEE;ALLIANZ HAYAT VE EMEKLILIK A.Ş. DİNAMİK DEĞİŞKEN EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;20040764.56;0.011739;1707264508.496;10523;28.64;5.48;0;7.24;46.59;0;1.08;0;10.97
20.02.2017 00:00:00;AEY;AEGON EMEKLILIK VE HAYAT A.Ş. KATKI EMEKLİLİK YATIRIM FONU;Devlet Katkısı Fonu           ;Devlet Katkısı Fonu;14494069.27;0.012315;1176947923.593;11741;0;0.12;0;0;85.25;0;0;0;11.87
20.02.2017 00:00:00;ANS;AEGON EMEKLİLİK VE HAYAT  A.Ş. HİSSE SENEDİ EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Hisse Senedi Fonu;22299732.22;0.07558;295049465.008;19590;84.58;6.75;8.67;0;0;0;0;0;0
20.02.2017 00:00:00;ANE;AEGON EMEKLİLİK VE HAYAT A.Ş. KARMA EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Karma Fon;30435331.31;0.048285;630328150.093;29161;31.38;1.61;8.97;0;35.55;0;0;0;22.49
20.02.2017 00:00:00;ANK;AEGON EMEKLİLİK VE HAYAT A.Ş. PARA PİYASASI EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;23237852.33;0.038123;609542953.96;28219;0;57.4;0;0;23.91;0;0;0;18.69
20.02.2017 00:00:00;AEE;ALLIANZ HAYAT VE EMEKLILIK A.Ş. DİNAMİK DEĞİŞKEN EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;20203012.09;0.011764;1717312099.918;10530;28.52;4.63;0;8.76;46.16;0;1.07;0;10.86
21.02.2017 00:00:00;AEY;AEGON EMEKLILIK VE HAYAT A.Ş. KATKI EMEKLİLİK YATIRIM FONU;Devlet Katkısı Fonu           ;Devlet Katkısı Fonu;14510215.17;0.012346;1175272724.048;11730;0;0.05;0;0;85.34;0;0;0;11.86
21.02.2017 00:00:00;ANS;AEGON EMEKLİLİK VE HAYAT  A.Ş. HİSSE SENEDİ EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Hisse Senedi Fonu;22201431.75;0.075365;294586488.276;19586;84.7;6.6;8.7;0;0;0;0;0;0
21.02.2017 00:00:00;ANE;AEGON EMEKLİLİK VE HAYAT A.Ş. KARMA EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Karma Fon;30379409.53;0.048239;629772124.916;29151;31.14;1.62;8.93;0;35.73;0;0;0;22.58
21.02.2017 00:00:00;ANK;AEGON EMEKLİLİK VE HAYAT A.Ş. PARA PİYASASI EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;23264536.41;0.038136;610039582.525;28302;0;57.43;0;0;23.9;0;0;0;18.67
21.02.2017 00:00:00;AEE;ALLIANZ HAYAT VE EMEKLILIK A.Ş. DİNAMİK DEĞİŞKEN EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;20398124.36;0.011754;1735429186.785;10534;28.81;3.17;0;8.6;47.69;0;1.06;0;10.67
22.02.2017 00:00:00;AEY;AEGON EMEKLILIK VE HAYAT A.Ş. KATKI EMEKLİLİK YATIRIM FONU;Devlet Katkısı Fonu           ;Devlet Katkısı Fonu;14516689.55;0.01236;1174450392.975;11725;0;0.05;0;0;85.54;0;0;0;11.69
22.02.2017 00:00:00;ANS;AEGON EMEKLİLİK VE HAYAT  A.Ş. HİSSE SENEDİ EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Hisse Senedi Fonu;22310493.73;0.075648;294926486.31;19585;87.51;3.57;8.92;0;0;0;0;0;0
22.02.2017 00:00:00;ANE;AEGON EMEKLİLİK VE HAYAT A.Ş. KARMA EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Karma Fon;30431037.98;0.048321;629763541.415;29148;31.96;0;8.76;0;36.32;0;0;0;22.96
22.02.2017 00:00:00;ANK;AEGON EMEKLİLİK VE HAYAT A.Ş. PARA PİYASASI EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;23243437.24;0.038147;609309339.554;28250;0;57.36;0;0;23.93;0;0;0;18.71
22.02.2017 00:00:00;AEE;ALLIANZ HAYAT VE EMEKLILIK A.Ş. DİNAMİK DEĞİŞKEN EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;20636359.03;0.011775;1752619921.429;10562;28.17;4.25;0;8.37;47.81;0;1.02;0;10.38
23.02.2017 00:00:00;AEY;AEGON EMEKLILIK VE HAYAT A.Ş. KATKI EMEKLİLİK YATIRIM FONU;Devlet Katkısı Fonu           ;Devlet Katkısı Fonu;14537532.7;0.012384;1173899398.331;11712;0;0.01;0;0;85.29;0;0;0;11.93
23.02.2017 00:00:00;ANS;AEGON EMEKLİLİK VE HAYAT  A.Ş. HİSSE SENEDİ EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Hisse Senedi Fonu;22165587.5;0.075311;294322056.205;19574;87.21;3.41;9.38;0;0;0;0;0;0
23.02.2017 00:00:00;ANE;AEGON EMEKLİLİK VE HAYAT A.Ş. KARMA EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Karma Fon;30374317.17;0.048265;629322735.845;29132;30.43;0;9.15;0;37.03;0;0;0;23.39
23.02.2017 00:00:00;ANK;AEGON EMEKLİLİK VE HAYAT A.Ş. PARA PİYASASI EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;23241069.43;0.038158;609077063.682;28218;0;57.35;0;0;23.94;0;0;0;18.71
23.02.2017 00:00:00;AEE;ALLIANZ HAYAT VE EMEKLILIK A.Ş. DİNAMİK DEĞİŞKEN EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;20789743.29;0.011764;1767266545.993;10561;28.56;2.43;0;8.46;48.03;0;1.04;0;11.48
24.02.2017 00:00:00;AEY;AEGON EMEKLILIK VE HAYAT A.Ş. KATKI EMEKLİLİK YATIRIM FONU;Devlet Katkısı Fonu           ;Devlet Katkısı Fonu;14564812.63;0.012418;1172886673.609;11701;0;0.62;0;0;84.8;0;0;0;11.83
24.02.2017 00:00:00;ANS;AEGON EMEKLİLİK VE HAYAT  A.Ş. HİSSE SENEDİ EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Hisse Senedi Fonu;22270920.88;0.075767;293939699.992;19571;87.97;2.97;9.06;0;0;0;0;0;0
24.02.2017 00:00:00;ANE;AEGON EMEKLİLİK VE HAYAT A.Ş. KARMA EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Karma Fon;30428533.72;0.048375;629007421.494;29124;32.16;0;8.71;0;36.24;0;0;0;22.89
24.02.2017 00:00:00;ANK;AEGON EMEKLİLİK VE HAYAT A.Ş. PARA PİYASASI EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;23218689.78;0.038168;608329987.612;28191;0;57.31;0;0;23.97;0;0;0;18.72
24.02.2017 00:00:00;AEE;ALLIANZ HAYAT VE EMEKLILIK A.Ş. DİNAMİK DEĞİŞKEN EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;20917462.1;0.01179;1774099874.199;10558;28.59;2.72;0;8.41;47.84;0;1.03;0;11.41
27.02.2017 00:00:00;AEY;AEGON EMEKLILIK VE HAYAT A.Ş. KATKI EMEKLİLİK YATIRIM FONU;Devlet Katkısı Fonu           ;Devlet Katkısı Fonu;14545448.91;0.012413;1171782701.775;11677;0;0.53;0;0;84.87;0;0;0;11.85
27.02.2017 00:00:00;ANS;AEGON EMEKLİLİK VE HAYAT  A.Ş. HİSSE SENEDİ EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Hisse Senedi Fonu;22078450.52;0.075123;293895814.205;19565;84.19;6.63;9.18;0;0;0;0;0;0
27.02.2017 00:00:00;ANE;AEGON EMEKLİLİK VE HAYAT A.Ş. KARMA EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Karma Fon;30358836.62;0.048251;629179163.06;29116;31.41;0.82;9.65;0;35.61;0;0;0;22.51
27.02.2017 00:00:00;ANK;AEGON EMEKLİLİK VE HAYAT A.Ş. PARA PİYASASI EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;23217731.78;0.038197;607839827.547;28159;0;57.26;0;0;23.99;0;0;0;18.75
27.02.2017 00:00:00;AEE;ALLIANZ HAYAT VE EMEKLILIK A.Ş. DİNAMİK DEĞİŞKEN EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;20982844.94;0.011761;1784076352.391;10562;28.67;3.13;0;8.37;47.51;0;1.02;0;11.3
28.02.2017 00:00:00;AEY;AEGON EMEKLILIK VE HAYAT A.Ş. KATKI EMEKLİLİK YATIRIM FONU;Devlet Katkısı Fonu           ;Devlet Katkısı Fonu;14533028.45;0.012405;1171564231.689;11665;0;0.47;0;0;84.9;0;0;0;11.87
28.02.2017 00:00:00;ANS;AEGON EMEKLİLİK VE HAYAT  A.Ş. HİSSE SENEDİ EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Hisse Senedi Fonu;22011458.45;0.074846;294088776.512;19564;86.83;4.55;8.62;0;0;0;0;0;0
28.02.2017 00:00:00;ANE;AEGON EMEKLİLİK VE HAYAT A.Ş. KARMA EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Karma Fon;30315385.26;0.0482;628945865.124;29111;32.13;0;8.45;0;36.41;0;0;0;23.01
28.02.2017 00:00:00;ANK;AEGON EMEKLİLİK VE HAYAT A.Ş. PARA PİYASASI EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;23550408.54;0.038207;616394395.173;28924;0;57.87;0;0;23.65;0;0;0;18.48
28.02.2017 00:00:00;AEE;ALLIANZ HAYAT VE EMEKLILIK A.Ş. DİNAMİK DEĞİŞKEN EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;21102258.29;0.01175;1795928849.626;10557;28.39;3.82;0;8.32;47.21;0;1.02;0;11.24
01.03.2017 00:00:00;AEY;AEGON EMEKLILIK VE HAYAT A.Ş. KATKI EMEKLİLİK YATIRIM FONU;Devlet Katkısı Fonu           ;Devlet Katkısı Fonu;14499181.51;0.012382;1170972183.988;11653;0;0.43;0;0;84.91;0;0;0;11.9
01.03.2017 00:00:00;ANS;AEGON EMEKLİLİK VE HAYAT  A.Ş. HİSSE SENEDİ EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Hisse Senedi Fonu;21967021.9;0.074612;294417541.422;19553;86.01;4.52;9.47;0;0;0;0;0;0
01.03.2017 00:00:00;ANE;AEGON EMEKLİLİK VE HAYAT A.Ş. KARMA EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Karma Fon;30298796.1;0.048093;630004055.61;29102;31.96;0;8.57;0;36.45;0;0;0;23.02
01.03.2017 00:00:00;ANK;AEGON EMEKLİLİK VE HAYAT A.Ş. PARA PİYASASI EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;23279980.38;0.038217;609151019.621;28227;0;57.35;0;0;23.94;0;0;0;18.71
01.03.2017 00:00:00;AEE;ALLIANZ HAYAT VE EMEKLILIK A.Ş. DİNAMİK DEĞİŞKEN EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;21253371.43;0.011746;1809481183.532;10566;28.67;4.11;0;8.26;46.8;0;1.01;0;11.15
02.03.2017 00:00:00;AEY;AEGON EMEKLILIK VE HAYAT A.Ş. KATKI EMEKLİLİK YATIRIM FONU;Devlet Katkısı Fonu           ;Devlet Katkısı Fonu;14855019.53;0.012379;1199974822.547;11726;0;0.17;0;0;85.51;0;0;0;11.62
02.03.2017 00:00:00;ANS;AEGON EMEKLİLİK VE HAYAT  A.Ş. HİSSE SENEDİ EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Hisse Senedi Fonu;22369786.88;0.075957;294504300.758;19548;87.19;4.3;8.51;0;0;0;0;0;0
02.03.2017 00:00:00;ANE;AEGON EMEKLİLİK VE HAYAT A.Ş. KARMA EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Karma Fon;30491362.39;0.04843;629597275.677;29088;33.6;0;8.05;0;35.76;0;0;0;22.59
02.03.2017 00:00:00;ANK;AEGON EMEKLİLİK VE HAYAT A.Ş. PARA PİYASASI EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;23409373.36;0.038227;612378658.719;28520;0;57.56;0;0;23.83;0;0;0;18.61
02.03.2017 00:00:00;AEE;ALLIANZ HAYAT VE EMEKLILIK A.Ş. DİNAMİK DEĞİŞKEN EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;;21582694.09;0.011831;1824243880.418;10580;28.99;4.74;0;8.14;46.13;0;1;0;11
03.03.2017 00:00:00;AEY;AEGON EMEKLILIK VE HAYAT A.Ş. KATKI EMEKLİLİK YATIRIM FONU;Devlet Katkısı Fonu           ;Devlet Katkısı Fonu;14823222.25;0.01236;1199302851.086;11717;0;0.17;0;0;85.47;0;0;0;11.65
03.03.2017 00:00:00;ANS;AEGON EMEKLİLİK VE HAYAT  A.Ş. HİSSE SENEDİ EMEKLİLİK YATIRIM FONU;Emeklilik Yatırım Fonu        ;Hisse Senedi Fonu;22527050.92;0.076482;294541193.577;19544;87.32;4.27;8.41;0;0;0;0;0;0
